ReviewTitle,ReviewBody,ReviewStar,Product
"Noise cancellation not works as mentioned.
","As mentioned every thing is as it is except noise cancellation. Outside noise irritates to the listener so much. Rest is very good.
",4,boAt Rockerz 255
"All in one good package
","The product is all in one like headphones with mic the rubber is very soft as expected and regarding sound the bass is perfect. And Amazon service is class apart
",5,boAt Rockerz 255
"Think twice before you buy.
","Battery discard very fast. 3 hrs on full charge.When you riding bike collar band fly away.Thought it's is wireless headphones but the wire from the collar band to ear buds are too big.
",3,boAt Rockerz 255
"Excellent for distance of 3 feet...!!!
","Excellent product and quality. But only drawback is that the distance covered is only 3 feet...that's quite disappointing !!!
",5,boAt Rockerz 255
"Good. Not bad.
","Good one. Not that great & not at all bad. Sound quality can still be better. Needs more volume.The battery is good. I dont think it lasts as long as its mentioned in the description. But fine. It stays up long enough. Once its at 40%, it falls to W
",3,boAt Rockerz 255
"A worthy Bluetooth companion
","Betterty life indicator us not accurate. When it reaches 60% within half and hour you get a bettery low notification. Rest all are perfect at the price.
",4,boAt Rockerz 255
"Go for it if it budget is 1500
","Everything is impressive about this product ..... just be aware of the seller.Bcz I have faced issues while checking out with this product.
",5,boAt Rockerz 255
"Not working
","It works only when it is charging mode and when after 2 hours we remove the charger it stop working as power is off automatically and even after several attempts it is unable to on. It seems like a faulty headset.
",2,boAt Rockerz 255
"Bang for your buck
","Excellent product.I use these more than Mivi CollarPlayback time: 6 hrsBass: you won't be disappointed. Thumping bassMids and trebble is above averageNoise isolation is really goodThese offer superior quality for the price you pay
",5,boAt Rockerz 255
"Battery life is not great and while call is connected, other side people are not able to hear.
","The battery life is poor. Battery shows as remaining 60% and immediately discharges then.People on the other end of call are not able to hear my voice properly.
",5,boAt Rockerz 255
"GOod bass but failed to impress the audio quality
","I have received this yesterday as free gift with Huwai y9 mobile.The bass is good and pumped up but it fails to sooth ones ear for low music. the proce of 2990 which supposed to be the MRP is over hyped. it would be of the 1000INR range.
",3,boAt Rockerz 255
"Connectivity issue
","I got a damaged product on my first delivery then on exchange within 2-3 weeks i am having connectivity issue,  also the voice quality is not as such,  I'm not impressed by the product and it's not buying worth it,  and if there would be a return option i would have gone for it
",2,boAt Rockerz 255
"must bye right choice
","sound quality is apt with all the right blend of bass n tremble sound is equally clear. battery life is easily 6hr plus in terms continuous and relentless uses of media n can go upto 7 hr or more when listening only to music. product quality is also gud.
",5,boAt Rockerz 255
"Good battery backup
","Earphones are awesome. Sound is good and above all they are giving up 5-6 hours of battery backup. Comfortable on the ear. Light weight. Thanks amazon.
",5,boAt Rockerz 255
"its waste of money plz don not buy
","while connected with the phone many times its goes to silent automatically. even sometimes didn't ring while phone need to be ring....also its panic think for ear.... worst product yaaaar
",1,boAt Rockerz 255
"Worth buying it. 👍
","What I like about this is its lightweight. Comfortable in ear. It's range working perfectly in 20 metres.Now what I think is weak part of the product is sound quality although it is good but not upto the wired one from boat. Also battery life is above average.
",4,boAt Rockerz 255
"Not Working After use of 5 Months
","Im writing the review after using 5monthsSound Quality was good and battery backup also fine but when i used after 5months suddenly its stopped workingi bought 1900bucks its not worthyGuys go for another one , We cant spend 1900bucks for just 5months of usage
",1,boAt Rockerz 255
"Good
","Battery life is good but little bit sound quality is low as base and but good for all functions..
",4,boAt Rockerz 255
"It is good
","It is available as described in the listing. Quality of the material is good and sound quality also good.
",5,boAt Rockerz 255
"Headphones is good noise but ear fitment bud is weak
","Product is good . Need some improvement in earbud . Also lenght of cable need to be reduce.seem bulky
",3,boAt Rockerz 255
"No Battery life..drains quickly
","Sound quality and noise cancellation ok. Battery is pathetic. Drains within an hour of use. Indicator suddenly drops from 90% to 5% in few minutes and then it shuts down. Not used even for a week. What a waste!!
",1,boAt Rockerz 255
"Real review n reply
","Its just fine... Songs will not pause n it'll not go into battery saving mode =>when earbuds are in touched with each other by magnet(if it is happening with me plz lemme know so i can exchange it) ..audio n call quality is ok.. Good for music lovers.. No connectivity issue..
",3,boAt Rockerz 255
"Superb worth it I will recommend every one to buy it from Amazon and product has a nice and stylish
","Best product in this price range and thanks to Amazon for fast and safe delivery of the product sound is superb and I got it in Amazon great Indian sale at rs999plus one day delivery at rs 100 thanks to for providing such a nice deal😍😍😍😍
",5,boAt Rockerz 255
"surround sound is very bad.
","build quality, comfort and connectivity is good.. calling is ok.. but sound quality is just disappointing in this price.. feels like 200 rs headphone.. can't play game with this. u ll be confused from which side enemy is coming or shooting..
",2,boAt Rockerz 255
"Pesa Wasool boat 255 Neck band.1499
","Pesa wasool product...  Good Quality with flexible neck band...After 2 month one side ear phone is not working.. And I Went to the service center and in 5 minutes, they got a new Boat 255 ear phone. I was shockt it's a very good service..  Buy it
",4,boAt Rockerz 255
"(BLACK,RED,NEON LIME ALSO DIFFERENT COLOURS IS SUPPLY TO THE CUSTOMERS )
","but the  headphones wearing full of pain and please the solve the problem Sound quality is excellent but colours is better (BLACK,RED,NEON LIME ALSO DIFFERENT COLOURS IS SUPPLY TO THE CUSTOMERS ) and battery life up to level minimum play timer 10 hours
",1,boAt Rockerz 255
"Superb
","First of all the design is good and premium. Sound quality is superb including extra bass while watching videos on YouTube. And noise cancelling is better for this price.
",4,boAt Rockerz 255
"1st copy ear phone
","This product is 1st copy because boat rockerz earphone whenever start its sound like boat roakerz 255 but this ear phone doesn't sound like that and bluetooth name also boat rockerz not shows code n the sounds is very low not acceptable from amazon how s like uh sale 1st copy
",1,boAt Rockerz 255
"Go for BOAT untill you can afford BOSE
","Not a fake or paid review as you can see for various earphonesThese are the best budget earphones you can find. Everything is top notch and deliver much much more than expected price range.Been a boat customer for more than 3 years now and satisfied as well.
",5,boAt Rockerz 255
"Will not work after 2 months
","Product's quality is awesome but not durable at all my right side earphone stopped working in just 2 months and i just wanna say dont buy this shit product. Dont go to review of others because they wrote it in just some days use but am reviewing it after proper 2 months use.
",1,boAt Rockerz 255
"Value for bucks!!!
","Sound Quality is good,Bass is not like what u get in Extra Bass Head in ear headphone but solves the purpose.Battery life is good but battery percentage shows incorrectly.Durability i feel the headphone Wire length is more little less would do no harm.
",4,boAt Rockerz 255
"Not a good product
","Noise issuesSound disruptionSometimes delay soundMike doesn't even work wellNot worthy for money
",1,boAt Rockerz 255
"battery life very low
","battery life is upto 5hrs to 6 hrs  and automatically disconnects and dosnot connet back until turn off power and turn on
",3,boAt Rockerz 255
"Defective product delivered
","Got the product just 2 days back. Bluetooth connection is very bad. Connected the earphone to my smartphone. At distance of just 1 feet, Bluetooth connection is getting lost every 2-3 minutes. I want refund/replacement.
",1,boAt Rockerz 255
"Does not stick to ears...
","It's good for exceptional listening experience ..only drawback is it's ear buds does not stick..keep coming out while doing heavy work out...
",3,boAt Rockerz 255
"Value for money
","Best sound quality, better than some Sony headphoes. but noise cancellation is very poor.Could not be use Bike ride, because that much of poor noise cancellation. Otherwise sound quality and connectivity is Very good. battery life is ok. 6 hrs.
",4,boAt Rockerz 255
"Good bass and battery backup
","Overall build quality is good. But, the length of the cables are bit longer and not very comfortable. Bass is good, but treble is less prominent. Battery backup is excellent.
",4,boAt Rockerz 255
"Budget bluettooth headphones..
","I just receieved it yesterday.  The 1st thing I felt after opening was, the wire is too lengthy and it looks bit awkward. And there are no spare hooks like spare buds.
",4,boAt Rockerz 255
"Outstanding performance
","Outstanding performance, very Good bass, and cristal clear sound... Bass lovers can enjoy it.... Lite weight... But only one dislike you can't put this earphones when you Ware helmet,  it will heart your ears.... Otherwise it is super good earphones under budget..
",5,boAt Rockerz 255
"Returned within a week.
","The product is pretty good for the price. It is perfect for all the gyming and running. However, I had to place a return order within a week since the product would automatically switch off when the battery is still 60 percent. Hope the replacement doesn't have this issue.
",3,boAt Rockerz 255
"Highly recommended..
","It a amazing Bluetooth head, boat has really taken over the market. Good sound quality n bass effect is also nice. Only disadvantage is you can't change the songs or video from headphone itself, it doesn't have forward or backward button in it. Else it a go for it headset.
",3,boAt Rockerz 255
"Built Quality
","Built Quality is Very Good. When i was on bike suddenly they fell down on highway.A Car in that way went on it and Still They Work Well and Good as Before And It didn't get any damage outside
",5,boAt Rockerz 255
"Best headphones
","I am using this product from last 1 year and ordered atleast 5 for my friends...Battery backup is amazing and sound quality is best..
",5,boAt Rockerz 255
"Best for workout
","Sound is good you can use it for workout purpose, however noise cancellation does not work proper the person with whom you are talking will hear lot of sound.
",4,boAt Rockerz 255
"Reviewing after the product got dead after 8months use
","Product is really nice n very good battery life n decent sound output. But not value for money.Left side earpeace got dead in just 8months of usage. Very uncertain about boats earphones durability
",3,boAt Rockerz 255
"Stopped working after 1 month
","The sound quality was really good when I first bought it...but later...left side stopped working..cud here only on right side...that too its not even 1 month since I bought it
",1,boAt Rockerz 255
"Value for money
","It's a good Bluetooth headphones in its price range. Built quality is amazing and so as sound quality. The battery backup is amazing.
",5,boAt Rockerz 255
"Satisfied
","Sound loudness is ok, clarity is also ok but not the best at this price range, Bluetooth reception and connectivity is very smooth and connects easily with any device. Earbuds are fitting into ear properly. Good for daily usage
",3,boAt Rockerz 255
"Best product .
","Love it soooo good batter ......awsome soung Quality ..bass feel superior punch at high level ......... 5 hours battery continous using in full volume media
",4,boAt Rockerz 255
"This is Good For Entertainment Not for calling
","Bass 9/10Vocal 8/10Comfort 9/10Bluetooth connectivity 10/10Battery Backup 10/10 Over all great product. 👍P.S Sometimes it won't work properly on calls.
",5,boAt Rockerz 255
"Good one
","Good one... For audio video ... 5-6 hours battery life
",4,boAt Rockerz 255
"MUST BUY PRODUCT
","Build quality is just amzing.Before boat earphone i use samsung level u which have no bass at all worst product from samsung therefore i switch to boat earphone which cost me of rs.1499 sound quality is supreb also 1 year warranty.BUY IT YOU WON'T REGRET !!!!
",5,boAt Rockerz 255
"Awesome product no second thoughts.
","Bass is too good with awesome build quality.Battery life is almost 5 hours plus I am using it for gym and it's very good sweat resistant.Overall it's worth product that other in marketPreviously used mivi which is lost his race with boat 255
",5,boAt Rockerz 255
"Disappointed.
","The sound quality is awesome... But for battery backup... I don't know... After delivery i use it only 30 minutes and left earpeace stop working... I don't know why...
",1,boAt Rockerz 255
"Not worth for the value
","Flexi attachment is not good and disengages for Ear. Poor battery back up. Not worth for the value
",3,boAt Rockerz 255
"Awesome
","Product is good for listening music and watching videos etc...but don't buy this product for any gaming purposes..i used it to play pubg but this disappointed me in game sounds is delayed in this product ... build  quality  is pretty  good Overalls the product is good..
",5,boAt Rockerz 255
"Worst Product
","Worst product i have ever seen in my life,  battery backup is worst. Not recommended to any one even its free offered.Guys don't buy any products of Boat.
",1,boAt Rockerz 255
"Good
","Good sound, decent baas and good built quality overall Impressive sound quality at such price point.
",4,boAt Rockerz 255
"Really good
","Really good sound and bass. Comfy even for longer usage. Only small issue is, sound gets blurry at 40 feet and further from your source.
",5,boAt Rockerz 255
"Go for it
","As always boat products are really awesome for this price sound quality and design was really fantastic.
",5,boAt Rockerz 255
"Issue with Charging
","It's fine untill it gives you the problem with charging, i got first one and it malfunctioned it wouldn't charge at all, i got it replaced and 10 days in i again have the same issue with the replaced one. I feel made a wrong choice gifting this to a friend.
",1,boAt Rockerz 255
"dont go for it
","previously I bought Boat wired headset and was disappointed. even now the same experience with this.Feeling pain and cant use for long time.Ear buds are waste.Please go for a better and premium one although costs more bucks..Health matters
",1,boAt Rockerz 255
"Superb quality
","Excellent quality for what you pay. The charge lasts for a very long time. Just go for it.
",5,boAt Rockerz 255
"It worked great for a short time period
","This products sound quality is awesome. I bought this product on 13 march 2019 but today suddenly the right earpiece is not working.... As this product is under warranty so i wanted to replace it but I'm not being provided by any replace option in Amazon..
",3,boAt Rockerz 255
"Boat Rock's.
","Good product of Boat.Battery life is good and with moderate volume I can use more than 8 hours.Sound quality also good but length of wire should little small to make it good appearance.Bought @900 during sale and I guess it's a good deal.
",5,boAt Rockerz 255
"Poor Bluetooth connectivity
","The Bluetooth connectivity is inconsistent, breaks frequently on movement of the mobile phone or earphone. Very annoying.
",2,boAt Rockerz 255
"Nice product to have
","Works really well. I have been using it for more than 2 months now. Battery life is good. Sound quality is also good. So good deal at this price. I got this at 999 in amazon sale.
",5,boAt Rockerz 255
"Good product
","Pretty good product, all the things are fine (given the price) except for noise cancellation.
",4,boAt Rockerz 255
"PRODUCT STOPPED WORKING AFTER 1 WEEK
","THE EARPHONES JUST STOPPED WORKING 1 WEEK. AND EVEN AFTER GETTING A REPLACEMENT FROM THE SUPPORT CENTRE AFTER WAITING FOR 25 DAYS, STILL RECEIVED A FAULTY PRODUCT. BAD QUALITY PRODUCTS AND AFTER SALES SERVICE IS EVEN WORSE.
",1,boAt Rockerz 255
"Best bluetooth headset under 1500.
","PROS :-Great Battery Backup.Light weight, won't even feel them around the neck.Quick connection to phone.Comfort to ears.Recommendable for gym.CONS :-Poor Packaging.
",5,boAt Rockerz 255
"Battery backup very worrest
","This bluetooth head set sound was superb but battery backup was very worrest its showing 80% but listing songs for 5 minutes its turning off and again not turn on, after 2 hrs charging its turn on.... My experience is battry back up was worrest
",4,boAt Rockerz 255
"Good item
","I really liked it. The battery backup is good. The noice cancellation, the speaker volume and clarity are awsome. One problem that i am facing is the mic is not good. At times the opposite persons cant able to hear the voice clearly.
",4,boAt Rockerz 255
"Think twice before you invest!
","20 days after buying the rockers, ear bud with the attached piece broke without having to make it fall or use it roughly. Window to return it back is closed as well. Be careful when ordering.Other than the poor quality build, ear phones are alright.
",1,boAt Rockerz 255
"Must buy-best part- Can connect two device at a time
","Great...Best part is ..you can connect it with 2 devices ....so I can pick up the call on phone while watching movie on laptop..
",5,boAt Rockerz 255
"Not expect much that this process tag
","Received a defective piece initially, got it replaced.  The new ones work just fine.
",3,boAt Rockerz 255
"Value for money
","The build quality looks average and its a good earphone in this price, If anyone is looking for earphone in this budget and waste time for searching another product u can buy it.
",5,boAt Rockerz 255
"Not Upto the Mark
","Sound quality is not up to the markBASS is very highSevere ear pain after using it for more than 1 hour.Battery life is OK
",2,boAt Rockerz 255
"Extra bass for bass lovers
","Sweet surprise that this beautiful earphones pack such a great audio as well as bass. The Bluetooth connects in a second with my phone and never had any issues so far. I've spent a lot of money on earphones, never had such a great experience for the price I've paid.
",5,boAt Rockerz 255
"1st  one side ear phone started not working and now the other side.
","Low battery!Not working after soft use of 4 months.1st  one side ear phone started not working and now the other side.I want to replace this as this is in warranty period. OR I want my money back.
",1,boAt Rockerz 255
"Good & Budget Product
","This is a good & budget product. The only problem with this earphone is battery indication in connected device. It shows 100% although it is almost drained out. The earphone prompt when it is about drain & can be used for 20-30 mins
",4,boAt Rockerz 255
"Boat Rocks
","One of the best products purchased from Amazon. Got it at 999 and tend the sound is gr8.
",5,boAt Rockerz 255
"Good for styliers
","Sound no chance to compromise but 🔋 battery recharge is little uncomfortable 5hr only coming little uncomfortable and not ergonomic Friendly....
",3,boAt Rockerz 255
"Good Product for the Price !
","It bought it 6 months back during Amazon sale for RS: 899, it's a very good product. I use it everyday and I have not faced any issue till now . The battery is surprising very good . You can't use this while exercising ! It will keep falling of the ears.
",5,boAt Rockerz 255
"Amazing!! Budget Bluetooth earphones ❤
","These are the best Bluetooth earphones in budget of 1500/-. The bass is super good, the noise cancellation is good. The only problem is with the length of the earphones. They are too long to keep. If a good case is also provided by Amazon will be better.
",5,boAt Rockerz 255
"Vfm product, but noise cancellation is a joke.
","If u are looking for decent thing under 2k go for them, but there is nill noise cancelation. Sometimes the noise is more than the person talking.
",3,boAt Rockerz 255
"Perfect for music lover's
","Good sound quality, initially I thought wired earphones I loved the sound quality  and purchased it's working perfec
",5,boAt Rockerz 255
"Average
","I bought for workout purpose. but it is not actually use. When you try to jump or running , it sometimes remove from ear. Sound quality is very good. Battery backup is average. Full charge will take upto 4-5 hours longer.
",4,boAt Rockerz 255
"Hopeless headset don't buy
","Hopeless headset... They say that it's sweat proof but I'm facing problem from few days because of it. I'm having problem switching on the headset. The mic is not working. Reduces or increases volume on its own. Bluetooth range is not so good
",1,boAt Rockerz 255
"Good bluetooth in this price range
","Got this as a freebie with Huawei Y9 , was amazed to hear a decent sound( Yes not as great as my  Skullcandy Crusher wireless) from this device. for a normal day to day use, its quite a best one in this price range. Definitely a must try one.
",4,boAt Rockerz 255
"Constant sound of static in the earphones.
","The sound quality of the earphones is very bad. There is a constant ""hissing"" sound in the earphones (white noise or static). Returned the product,got the replacement but the replacement also had the same issue. Hence figured out that the product is like this only.
",1,boAt Rockerz 255
"Rock the sound as the name suggests that takes u away from all worries. Applauds to the makers.
","Hey guys, if u want a simple yet comprehensive BT earphone then surely i would suggest it, its built quality ia far more superior as compared to its counterparts. Also its sound quality is very much appreciable.
",4,boAt Rockerz 255
"Stopped working within 1 month
","Sound quality is ok but battery life is worst... within one month it has stopped working... no reaponse from boat too... lost my money... plz save urs
",1,boAt Rockerz 255
"Good product
","Using it for working out. Sound quality is good, sweat has not affected the performance.
",5,boAt Rockerz 255
"Best at this price range
","Firstly I'm not very confident about purchasing this product by seeing negative review, but I've used boat bassheads 225 and boat rockers 400 and they were awesome at their prices l range! These earphones  as of now working flawlessly and I'm satisfied with them .
",5,boAt Rockerz 255
"charging problem
","it's only been a month an already has charging issues. I have been using only the cable that came with it but still no charge. Very disappointed!!!! Not charging at all now!
",2,boAt Rockerz 255
"Already used product. Package arrived with seal open
","I got a already opened package. The product is working fine now, if not I would have replaced it. I don't when it would fail to work also. I am not  paying the full price for already used products Amazon. You should know that. Look at the pictures it's old product
",4,boAt Rockerz 255
"Best product in this range
","I have been using this product since 6months and i  faced not even a single issue but one day my one side of earphones stopped working i claimed the warranty and the boat support team was quite supportive. I must say go for it👍🏻
",4,boAt Rockerz 255
"Solid build quality
","Really good quality speakers. The only downside is the 6 hour battery life. Apart from that it is a solid purchase
",5,boAt Rockerz 255
"BoAt Rockerz 255 Sports Bluetooth
","2 StarNoise clear it was not to good, I was not happy with this production, I am unable to listen the sound. its too low, can you replace the item, it will be good for me. please reach out to following number. 9972517557 Mahesh Kumar M
",2,boAt Rockerz 255
"Nice product
","Everything is good apart from longetivity of usage. Maximum I can use 5hrs with full charge.
",5,boAt Rockerz 255
"Worst ever earphone
","Overall... This is an very bad product... Just 1 month... One side of the earphone is not working.... Its surely one useless product guys... Dont buy it.... Go for other earphones other than boat - _-
",1,boAt Rockerz 255
"it's an amazing product. Bluetooth range is awesome
","On full volume, high bass is a bit distorted but rest in this range, it's an amazing product. Bluetooth range is awesome. I can put this on keep my phone in one corner in the gym and move all around.
",4,boAt Rockerz 255
"Awesome. Looove it
","It's a awesome product. Value for money. Total comfort after 2 hrs wearing it. High bass.
",5,boAt Rockerz 255
"Loved it
","Very good product,if u hav 1.5k go for itGud at battery, bass,durability,built qualityI hav used many Bluetooth earphones but this one is very gud
",5,boAt Rockerz 255
"Battery died in 2.5 months.
","Battery died in 2 and a half months. One day it just stopped charging. I'm not certain they replace or repair even!
",2,boAt Rockerz 255
"Simply Enjoy sound quality and forget
","Sound quality is excellent for the price.battery life is as stated.it will prove best buy  for people on move.phone calls are flawless.sometimes I f mobile is moving ,sound flickers
",4,boAt Rockerz 255
"Truly ROCKERZ !!
","Strong bass and overall good soung quality, I would say much better than some Skullcandy and JBL models. Justifies its price aptly.Although it gives a playback time of good 6-7 hrs, I feel it could just have been a little better had it been around >10 hrs.
",4,boAt Rockerz 255
"Decent headphones
","After using it for more than a couple of months I would say it’s decent. Don’t expect an exceptional sound quality with this one. However something I didn’t expect was a good noise cancellation for an in ear headphone.
",4,boAt Rockerz 255
"Worst Product to buy
","Within 6 months from purchase both the speakers of headphone stopped working. The provided customer service is very bad, they are not even attending the phone call, and taking much time to respond after complain lunched. Don't think product is worth of its money
",1,boAt Rockerz 255
"An okay product
","The look is great. Sound is average but ergonomics sucks. Needs to be improved.
",3,boAt Rockerz 255
"Sounds get distorted while watching a movie
","The sound quality is not upto the mark. If you watch a movie...The sound start getting distorted after 40-45 mins. Then u need to disconnect and connect again. This is painful. Battery backup is very limited.
",1,boAt Rockerz 255
"Amazing product. Must buy
","Awesome product. Bass amd mixture of treble is perfect . Sweat proof and the best part is that they plug into ur ear well. Thank You boat
",5,boAt Rockerz 255
"Bad Satisfaction.....
","Pls guys do not purchase it....i have taken in jan 2019 now its not working properly within 4 months....when it is connected to mobile we cannot receive the call n if reveived then other person cannot hear our voice....not at all satisfied with the product.....
",1,boAt Rockerz 255
"Bad packing quality
","Product packing was received in bad quality. Multiple cracks were detected on the outer packing. Product was also not charged.  Felt like the product is used one.  Hence,  ordered for replacement. Also,  connectivity with laptop is not good.#Not satisfied
",2,boAt Rockerz 255
"Cheap built quality
","Bought 2 headphones.. 1 was having connectivity issue n i got it replaced.. And now the replace one got damaged easily... And the other headfone s still working fine but dono for how long.. It was better to go for some other good brands..
",3,boAt Rockerz 255
"Best buy wireless earphone.
","Sound nice and battery life is good. Base is awesome but have some noise on high volume otherwise good.
",4,boAt Rockerz 255
"For Bass Lovers..
","Excellent sound output.. no call drops, no disturbance.. battery backup is also great.. ( 6 hrs continuous playing) Bass is too good. Totally Great product from boAt.
",5,boAt Rockerz 255
"Must buy...bole to taste Mai mast earphones
","As per m boat lover.....boat is simply amazing.. everything is good.noise cancelation.sound quality. comfortable in ear .. outstanding performance.and spekar also works perfectly while talking on phone..thanks Amazon.
",5,boAt Rockerz 255
"Love it!!!
","I love the earphone. Helps me to listen to music and e-books while commuting, with my phone safely in my bag. The sound quality is fantastic.
",5,boAt Rockerz 255
"Worse and looks like it is damage one they have given!
","Voice quality is bad, not able to hear recipient clearly not music files are coming out clear... voice levels are very low and poor... noise cancellation doesn't work
",1,boAt Rockerz 255
"Defective product received
","The device that I had received is not good at connecting to the already paid devices... Must be a defective piece, otherwise it works fine
",1,boAt Rockerz 255
"Till now its awesome
","After few days of usage,I felt like boat is best for the price range they are giving.Audio qulaity & clarity is good.Bass also nice.Charge also stays for long.
",4,boAt Rockerz 255
"Had to replace, over good earphones
","When I ordered for the first time it was a very bad experience. Opened, used and dusty.The return and replace when happened, I was finally happy. Sound is good, noise cancellation is fine too.
",4,boAt Rockerz 255
"Disappointed due to connectivity issues.
","There is so much connectivity issues, whenever i drive the bike when using it, so much distrotion happen with lots of noise, it happen after return window closed so can't be able to replace, i already replaced one time and in 2nd order it's happening the same.
",1,boAt Rockerz 255
"Not working and no proper response from the team
","From last one week left side is not working I tried to ask for the repair they said once product sold we can not do anything you need to visit the near by service station, am at gurugram hariyana, no service station here this is very bad
",3,boAt Rockerz 255
"Good product
","Writing review after using for 1 monthAwesome BT earphone at this price... Battery back up is around 5 to 6 hours.. But once the battery% comes to 20 % it hardly stays for 5 mins..... That's the only cons....Over all 8/10....
",4,boAt Rockerz 255
"Best at this Price
","Best hai I having Mi sports too and even i try Tagg Bluetooth too but this one i found best among these range.Base sound dono best hai.Mi sports m base nhi hai bus and helmet k andar nhi pahen skte.Isliye isey khareeda.
",5,boAt Rockerz 255
"Awesome
","Superb product which will satisfy yours dream about Bluetooth headphones. Awesome music with crystal sound and bass , noise cancellation good, battery life is good, calling voice is good on both end.. can buy with confidence 👍🏻👏🏻👏🏻
",5,boAt Rockerz 255
"Immersive bass and clear sound
","Really impressive sound quality, immersive bass and clear even in full volume.
",5,boAt Rockerz 255
"Not working
","I have purchased it on 4 th of june and it's not even a month old and it's not charging it was even having some issues the volume of it was also not working
",1,boAt Rockerz 255
"The product is good at the price
","The product is good at the price that I bought it for, sound quality is good and a durable product. The stand out thing was the delivery of the product. Thanks Amazon and The dwlivery partner for taking in my request and delivering it even earlier.
",4,boAt Rockerz 255
"bass is nice but voice clarity is 8 out of 10, overall is nice
","bass is nice but voice clarity is 8 out of 10, overall is nice, battery last of 4 hours of continuous use. otherwise it will last for whole day. if u dont like too much bass then its not for u, go for synheizers then
",5,boAt Rockerz 255
"Good Product and worth for price
","Nice product and  me recommend this product to 5-6 and they all purchased it with happiness.Happy to have and use it.1)Nice voice cancellation2) Nice multifunctional key3) power backup is nice
",5,boAt Rockerz 255
"Go for it
","Very good product for listening to music. Good sound output and battery life. There is no noise cancellation feature in this earphone. Built quality send to be good.
",5,boAt Rockerz 255
"Boat...you rocked it !!!!
","Best wireless I have used...Love the bass
",5,boAt Rockerz 255
"One of the Best Bluetooth Earphones
","Excellent product by boAt....  Battery life is very good...  Sound quality is excellent...
",5,boAt Rockerz 255
"Echo disturbance
","It creates echo at other hand while talking. Person who is at other hand feels echo. So it is not comfortable conversation for long time.
",2,boAt Rockerz 255
"Review
","Sound quality is not that great and coming to Bass the bass is good and quality of the product is good
",3,boAt Rockerz 255
"Good Battery Backup and nice Sound Quality
","If you use it only for calls then, battery will lasts for 1 and half day.Listen to music for continually 6-7 hours.Thumbs up for this device.Magnetic Head Phones
",5,boAt Rockerz 255
"Buy It now!!!!!!!!....NOW!!😻
","First Words :""FAB"". It's a Best buy to feel music .Water resistance is far more than better .Bass will butter ur heads literally .Just ignore the fir of the ear supporters there cuz they fall off at times when we r too harsh in fitting them into our ears 😂.
",5,boAt Rockerz 255
"Use on your risk if the money is free for you
","A review after an year of usage in which 4 months the product was with the company itself bcz it wasnt charging disconnected the calls automatically and didn't get any battery for more tha. 3 4 hours. Even registered many complaints none got through properly
",1,boAt Rockerz 255
"Waste of Money
","This earphones are unreliable, i bought it before 15 days meanwhile right side ear buds got cracked automatically and it got divided in two parts, and sound quality is also not that much good but ok, one more thing bass is not good as it is a boat earphones.
",1,boAt Rockerz 255
"Best product
","Best product ever , nice sound , bass , and most important thing is a battery life run up to 10 hours to listen countinously music
",5,boAt Rockerz 255
"It ok..
","The product is good even the sound quality is good,battery life is average nd the durability is also ok.. But wht i dnt like is the lenght of the wire if thr would be a holder to adjust  the wire it would be far batter..  But any how i like it...
",4,boAt Rockerz 255
"Beware of daily differential pricing
","I bought this product about 2 days ago. Then the price was ₹1499. Currently price is ₹1999. I have seen some reviews where they bought it for ₹999 only. So wait for the price to reduce and then buy. Overall the quality is good for the price 1499.
",4,boAt Rockerz 255
"Its fantastic.
","They are just amazing. Earphones are so light I can't feel it but still music is in my ears. Woow amazing product from Boat.Now I own Boat stone speakers, Boat rockers bluetooth headphones 400,and Boat rockers bluetooth earphones too.
",5,boAt Rockerz 255
"Good overall sound quality and battery , low bass
","The bass effect is very less for a in-ear headphone , battery is good lasts for about 9 - 10 hrs on full charge . Earbuds dosnt fall off easily I use it in the gym regurlarly . Overall sound quality is good . Voice quality over calls is decent .
",3,boAt Rockerz 255
"Best
","Its a great buy. I paid 1000 during sale. For this price its just great. There ia nothing ti complain about. Sound bass everything is top grade
",5,boAt Rockerz 255
"Nice headphones under 1500rs
","Overall a nice purchase.Reviews after a couple of monthsPros : good noise cancelation, durable design, good sound base quality,Cons: over bass, shadows treble, sometimes hurts in ear,
",5,boAt Rockerz 255
"Bad piece
","Worst piece from boat. The sound quality is not good. Other side person can hardly hear.
",2,boAt Rockerz 255
"Within 15 days no sound on the right earphone
","I bought this product about a month back. And started using it from last fifteen days. Suddenly the right earphone stopped working or barely I can hear at full volume level. Only the left earphone the sound and music comes.
",1,boAt Rockerz 255
"Awesome and must buy product.
","This is really awesome product, I am very impressed about the sound quality, deep baas is excellent and outstanding. Thanks to boAt for such an amazing product. Amazon delivery was also very fast. If possible, I could have given more than 5 star 👍👍👍👍👍
",5,boAt Rockerz 255
"Please dont buy
","The headphone base is simply awseom,but i brought for playing pubg this headset is not good for gameing and the mic is waste  waste of money but thus has the light weight and heavy battry backup
",3,boAt Rockerz 255
"Fantastic headphones
","It is a beautiful product, we like the design and the sound quality is superb you feel the hi-fi even at lower volume, nice feelingWe are really satisfied with the product
",5,boAt Rockerz 255
"It get one sided in 3 month
","I buy this on 6th of feb nd it get one sided in 4th of may dnt even last 1 year. I hv warranty foe thia but no one is listening i want yo return it back.
",1,boAt Rockerz 255
